Geopolitical Entity,Year,Sector,Level_Sankey,Lifecycle Step,Source,Target,Flow,Unit,Value (THOUSAND TONS)
Luxembourg,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.157917629
Luxembourg,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.349494623
Luxembourg,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.379601612
Luxembourg,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.441456408
Luxembourg,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.405634672
Malta,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.273
Malta,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.2965
Malta,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.282
Malta,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.282
Malta,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.014769228
Malta,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.071835818
Malta,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.023946311
Malta,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.085796365
Malta,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.047258045
Malta,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),2.037234762
Netherlands,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),88.85325
Netherlands,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),94.68075
Netherlands,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),98.32775
Netherlands,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),98.32775
Netherlands,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),63.39986188
Netherlands,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),56.25686132
Netherlands,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),57.47331947
Netherlands,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),58.48183406
Netherlands,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),57.98497189
Netherlands,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),58.96802875
Poland,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),107.31625
Poland,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),115.122
Poland,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),115.06075
Poland,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),115.06075
Poland,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),110.5733848
Poland,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),112.5341617
Poland,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),112.7754935
Poland,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),111.6442221
Poland,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),112.7029424
Poland,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),111.9021321
Portugal,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),149.4845
Portugal,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),151.08625
Portugal,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),151.3545
Portugal,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),151.3545
Portugal,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),65.30635336
Portugal,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),65.43297729
Portugal,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),63.23005579
Portugal,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),62.7893154
Portugal,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),71.49396559
Portugal,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),71.89489836
Romania,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),34.94125
Romania,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),35.05325
Romania,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),33.78875
Romania,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),33.78875
Romania,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),22.43604653
Romania,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),22.77720701
Romania,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),19.43200405
Romania,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),19.45593068
Romania,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),19.55001215
Romania,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),19.59922268
Slovakia,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),10.969
Slovakia,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),9.99675
Slovakia,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),10.948
Slovakia,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),10.948
Slovakia,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),7.559416473
Slovakia,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),8.292284942
Slovakia,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),8.230627291
Slovakia,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),8.758413898
Slovakia,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),8.810374528
Slovakia,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),9.241441079
Slovenia,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),5.45125
Slovenia,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),5.42725
Slovenia,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),5.5225
Slovenia,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),5.5225
Slovenia,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.159107117
Slovenia,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.298090614
Slovenia,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.432475322
Slovenia,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.406158591
Slovenia,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.388848307
Slovenia,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),3.644350138
Spain,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),482.811
Spain,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),480.5185
Spain,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),500.16675
Spain,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),500.16675
Spain,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),258.8332674
Spain,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),278.341858
Spain,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),280.4808957
Spain,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),286.5823993
Spain,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),275.8846076
Spain,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),272.0237633
Sweden,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),74.22025
Sweden,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),71.011
Sweden,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),73.38
Sweden,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),73.38
Sweden,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),37.94137425
Sweden,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),37.66737867
Sweden,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),41.37476739
Sweden,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),39.36803504
Sweden,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),39.25141318
Sweden,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),41.00225783
United Kingdom,2008,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),323.009
United Kingdom,2009,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),302.4785
United Kingdom,2010,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),297.06975
United Kingdom,2011,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),297.06975
United Kingdom,2012,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),181.5869143
United Kingdom,2013,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),186.0670475
United Kingdom,2014,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),187.1281562
United Kingdom,2015,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),184.147292
United Kingdom,2016,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),183.5715851
United Kingdom,2017,Fisheries,L2 - Biomass by type,Uses,Biomass supply,Aquatic-based food,Fisheries biomass,1000 T of dry matter (Net trade),185.0332149
