Geopolitical Entity,Year,Sector,Level_Sankey,Lifecycle Step,Source,Target,Flow,Unit,Value (THOUSAND TONS)
Lithuania,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),584.8536402
Lithuania,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),582.5396494
Lithuania,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),568.723375
Luxembourg,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),100.67783
Luxembourg,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),103.8526586
Luxembourg,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),106.3861449
Luxembourg,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),108.0789055
Luxembourg,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),108.7700793
Luxembourg,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),110.4375915
Luxembourg,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),108.5027387
Luxembourg,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),107.9833862
Luxembourg,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),111.7722299
Luxembourg,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),114.8210074
Malta,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),84.98299531
Malta,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),86.75301223
Malta,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),87.94847657
Malta,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),87.25491197
Malta,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),87.51137887
Malta,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),87.2833854
Malta,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),88.86223676
Malta,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),90.21815692
Malta,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),88.78003844
Malta,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),90.80659334
Netherlands,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3130.33803
Netherlands,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3101.757143
Netherlands,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3158.856276
Netherlands,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3166.406382
Netherlands,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3157.579194
Netherlands,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3176.542938
Netherlands,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3164.302813
Netherlands,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3213.770629
Netherlands,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3195.928444
Netherlands,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),3247.36403
Poland,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7659.041064
Poland,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7844.283361
Poland,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7796.463701
Poland,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7879.635099
Poland,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7914.896985
Poland,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7934.292061
Poland,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7845.576095
Poland,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7697.788887
Poland,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7838.940385
Poland,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),7926.268948
Portugal,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2258.738534
Portugal,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2244.621918
Portugal,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2246.387954
Portugal,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2237.522221
Portugal,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2248.977101
Portugal,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2247.655629
Portugal,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2154.653141
Portugal,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2173.596397
Portugal,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2121.151792
Portugal,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),2162.902541
Romania,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4567.413038
Romania,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4526.684431
Romania,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4505.106618
Romania,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4516.222197
Romania,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4516.465478
Romania,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4544.581131
Romania,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4180.062324
Romania,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4229.098525
Romania,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4240.795856
Romania,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),4269.468778
Slovakia,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),952.4614635
Slovakia,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),957.4909674
Slovakia,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),977.838689
Slovakia,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),985.4493006
Slovakia,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),989.4105129
Slovakia,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),984.0112572
Slovakia,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),966.5697441
Slovakia,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),909.8009262
Slovakia,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),948.4425895
Slovakia,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),921.5764741
Slovenia,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),386.5439711
Slovenia,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),392.9305235
Slovenia,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),396.84538
Slovenia,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),399.4458016
Slovenia,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),401.3952515
Slovenia,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),408.544486
Slovenia,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),406.6355976
Slovenia,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),403.2167805
Slovenia,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),402.5871563
Slovenia,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),405.8636196
Spain,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9073.106079
Spain,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9175.445757
Spain,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9196.265283
Spain,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9324.953196
Spain,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9332.203652
Spain,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9375.607633
Spain,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9306.816655
Spain,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9430.388641
Spain,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9624.94704
Spain,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),9566.81642
Sweden,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1713.192203
Sweden,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1727.906668
Sweden,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1755.085918
Sweden,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1768.243177
Sweden,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1786.798825
Sweden,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1805.59302
Sweden,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1826.597085
Sweden,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1818.530057
Sweden,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1845.458326
Sweden,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),1899.952956
United Kingdom,2008,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),12883.89862
United Kingdom,2009,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),12905.11354
United Kingdom,2010,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),12938.12696
United Kingdom,2011,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13037.22981
United Kingdom,2012,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13048.47398
United Kingdom,2013,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13241.03955
United Kingdom,2014,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13677.1903
United Kingdom,2015,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13700.73766
United Kingdom,2016,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),13805.89262
United Kingdom,2017,Agriculture,L2 - Biomass by type,Inner Uses,Plant-based food supply,Plant-based food,Agriculture biomass,1000 T of dry matter (Net trade),14017.968
