Year,Country,Country (Code),Attribute,Attribute (Code),Sector (NACE rev. 2),Sector (NACE rev. 2) (Code),Unit,Value
2011,Cyprus,CY,Value added at factor cost,V12150,Beverage,C11,Million euros,75.9
2011,Cyprus,CY,Value added at factor cost,V12150,Bio-based chemicals (excluding biofuels),bchem,Million euros,2.169169196413427
2011,Cyprus,CY,Value added at factor cost,V12150,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Million euros,30.58414410458328
2011,Cyprus,CY,Value added at factor cost,V12150,Bio-based electricity,bD3511,Million euros,3.24263131310769
2011,Cyprus,CY,Value added at factor cost,V12150,Bio-based pharmaceuticals,bC21,Million euros,27.88950377492326
2011,Cyprus,CY,Value added at factor cost,V12150,Bio-based textile,bC13,Million euros,3.9878140443688332
2011,Cyprus,CY,Value added at factor cost,V12150,Bio-based textiles,bTEXT,Million euros,8.565731034845905
2011,Cyprus,CY,Value added at factor cost,V12150,Bio-based wearing apparel,bC14,Million euros,4.240416990477072
2011,Cyprus,CY,Value added at factor cost,V12150,Biodiesel,Biod,Million euros,0.6064981467777708
2011,Cyprus,CY,Value added at factor cost,V12150,Bioeconomy,bTOTC,Million euros,938.7182780578489
2011,Cyprus,CY,Value added at factor cost,V12150,Fishing and Aquaculture,A03,Million euros,28.7
2011,Cyprus,CY,Value added at factor cost,V12150,Food,C10,Million euros,298.4
2011,Cyprus,CY,Value added at factor cost,V12150,"Food, beverage and tobacco",C10-12,Million euros,374.29999999999995
2011,Cyprus,CY,Value added at factor cost,V12150,Forestry,A02,Million euros,16.7
2011,Cyprus,CY,Value added at factor cost,V12150,Leather,bC15,Million euros,0.3375
2011,Cyprus,CY,Value added at factor cost,V12150,Liquid biofuels,bFUEL,Million euros,0.6064981467777708
2011,Cyprus,CY,Value added at factor cost,V12150,Paper,bC17,Million euros,18.925
2011,Cyprus,CY,Value added at factor cost,V12150,Rubber and bio-based plastics,bC22,Million euros,0.525471133246594
2011,Cyprus,CY,Value added at factor cost,V12150,Wood products,bC16,Million euros,62.29278289760169
2011,Cyprus,CY,Value added at factor cost,V12150,Wood products and furniture,bC16-bC31,Million euros,76.49427345853434
2011,Cyprus,CY,Value added at factor cost,V12150,Wooden furniture,bC31,Million euros,14.201490560932651
2011,Czechia,CZ,Location Quotient,LQ_EU,Agriculture,A01,Ratio,0.49649425447400536
2011,Czechia,CZ,Location Quotient,LQ_EU,Beverage,C11,Ratio,1.4988961711165
2011,Czechia,CZ,Location Quotient,LQ_EU,Bio-based chemicals (excluding biofuels),bchem,Ratio,0.4586207514198342
2011,Czechia,CZ,Location Quotient,LQ_EU,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Ratio,0.7985398069736792
2011,Czechia,CZ,Location Quotient,LQ_EU,Bio-based pharmaceuticals,bC21,Ratio,0.6007835501336125
2011,Czechia,CZ,Location Quotient,LQ_EU,Bio-based textile,bC13,Ratio,1.5879545588967225
2011,Czechia,CZ,Location Quotient,LQ_EU,Bio-based textiles,bTEXT,Ratio,0.8793439522499643
2011,Czechia,CZ,Location Quotient,LQ_EU,Bio-based wearing apparel,bC14,Ratio,0.8294399480508857
2011,Czechia,CZ,Location Quotient,LQ_EU,Bioeconomy,bTOTC,Ratio,0.7871910304162096
2011,Czechia,CZ,Location Quotient,LQ_EU,Fishing and Aquaculture,A03,Ratio,0.37940887478884733
2011,Czechia,CZ,Location Quotient,LQ_EU,Food,C10,Ratio,1.0108715927514518
2011,Czechia,CZ,Location Quotient,LQ_EU,"Food, beverage and tobacco",C10-12,Ratio,1.0466050487827794
2011,Czechia,CZ,Location Quotient,LQ_EU,Forestry,A02,Ratio,1.946327757998787
2011,Czechia,CZ,Location Quotient,LQ_EU,Leather,bC15,Ratio,0.1754024811158802
2011,Czechia,CZ,Location Quotient,LQ_EU,Paper,bC17,Ratio,0.9725085657456146
2011,Czechia,CZ,Location Quotient,LQ_EU,Rubber and bio-based plastics,bC22,Ratio,2.243966868698254
2011,Czechia,CZ,Location Quotient,LQ_EU,Wood products,bC16,Ratio,2.1318923078668024
2011,Czechia,CZ,Location Quotient,LQ_EU,Wood products and furniture,bC16-bC31,Ratio,1.653748506154479
2011,Czechia,CZ,Location Quotient,LQ_EU,Wooden furniture,bC31,Ratio,0.7965842426751595
2011,Czechia,CZ,Number of persons employed,V16110,Agriculture,A01,Number of people employed,136620
2011,Czechia,CZ,Number of persons employed,V16110,Beverage,C11,Number of people employed,15106
2011,Czechia,CZ,Number of persons employed,V16110,Bio-based chemicals (excluding biofuels),bchem,Number of people employed,868.1214394493234
2011,Czechia,CZ,Number of persons employed,V16110,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Number of people employed,7449.053937733845
2011,Czechia,CZ,Number of persons employed,V16110,Bio-based pharmaceuticals,bC21,Number of people employed,3694.229660649946
2011,Czechia,CZ,Number of persons employed,V16110,Bio-based textile,bC13,Number of people employed,8772.201586608611
2011,Czechia,CZ,Number of persons employed,V16110,Bio-based textiles,bTEXT,Number of people employed,18372.056533672592
2011,Czechia,CZ,Number of persons employed,V16110,Bio-based wearing apparel,bC14,Number of people employed,8755.729947063983
2011,Czechia,CZ,Number of persons employed,V16110,Bioeconomy,bTOTC,Number of people employed,384328.13625208713
2011,Czechia,CZ,Number of persons employed,V16110,Fishing and Aquaculture,A03,Number of people employed,1590
2011,Czechia,CZ,Number of persons employed,V16110,Food,C10,Number of people employed,100130
2011,Czechia,CZ,Number of persons employed,V16110,"Food, beverage and tobacco",C10-12,Number of people employed,115236
2011,Czechia,CZ,Number of persons employed,V16110,Forestry,A02,Number of people employed,24670
2011,Czechia,CZ,Number of persons employed,V16110,Leather,bC15,Number of people employed,844.125
2011,Czechia,CZ,Number of persons employed,V16110,Paper,bC17,Number of people employed,14667
2011,Czechia,CZ,Number of persons employed,V16110,Rubber and bio-based plastics,bC22,Number of people employed,2886.702837634575
2011,Czechia,CZ,Number of persons employed,V16110,Total sectors,TOT_NACER2,Number of people employed,4872700
2011,Czechia,CZ,Number of persons employed,V16110,Wood products,bC16,Number of people employed,54387.93116822983
2011,Czechia,CZ,Number of persons employed,V16110,Wood products and furniture,bC16-bC31,Number of people employed,65724.02578068066
2011,Czechia,CZ,Number of persons employed,V16110,Wooden furniture,bC31,Number of people employed,11336.094612450835
2011,Czechia,CZ,Turnover,V12110,Agriculture,A01,Million euros,6960
2011,Czechia,CZ,Turnover,V12110,Beverage,C11,Million euros,2499
2011,Czechia,CZ,Turnover,V12110,Bio-based chemicals (excluding biofuels),bchem,Million euros,79.50363045093067
2011,Czechia,CZ,Turnover,V12110,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Million euros,1522.3473145335265
2011,Czechia,CZ,Turnover,V12110,Bio-based pharmaceuticals,bC21,Million euros,496.45675457730226
2011,Czechia,CZ,Turnover,V12110,Bio-based textile,bC13,Million euros,760.4409954427109
2011,Czechia,CZ,Turnover,V12110,Bio-based textiles,bTEXT,Million euros,1007.3207290884477
2011,Czechia,CZ,Turnover,V12110,Bio-based wearing apparel,bC14,Million euros,224.00473364573676
2011,Czechia,CZ,Turnover,V12110,Bioeconomy,bTOTC,Million euros,31875.87423728014
2011,Czechia,CZ,Turnover,V12110,Fishing and Aquaculture,A03,Million euros,78.2
2011,Czechia,CZ,Turnover,V12110,Food,C10,Million euros,11747
2011,Czechia,CZ,Turnover,V12110,"Food, beverage and tobacco",C10-12,Million euros,14246
2011,Czechia,CZ,Turnover,V12110,Forestry,A02,Million euros,2350.1
2011,Czechia,CZ,Turnover,V12110,Leather,bC15,Million euros,22.875
2011,Czechia,CZ,Turnover,V12110,Paper,bC17,Million euros,1705.1
2011,Czechia,CZ,Turnover,V12110,Rubber and bio-based plastics,bC22,Million euros,946.3869295052937
2011,Czechia,CZ,Turnover,V12110,Wood products,bC16,Million euros,3381.408624606023
2011,Czechia,CZ,Turnover,V12110,Wood products and furniture,bC16-bC31,Million euros,4006.8061936581616
2011,Czechia,CZ,Turnover,V12110,Wooden furniture,bC31,Million euros,625.3975690521388
2011,Czechia,CZ,Value added at factor cost,V12150,Agriculture,A01,Million euros,2401.3
2011,Czechia,CZ,Value added at factor cost,V12150,Beverage,C11,Million euros,764.5
2011,Czechia,CZ,Value added at factor cost,V12150,Bio-based chemicals (excluding biofuels),bchem,Million euros,25.700389741095414
2011,Czechia,CZ,Value added at factor cost,V12150,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Million euros,423.51681763621974
2011,Czechia,CZ,Value added at factor cost,V12150,Bio-based pharmaceuticals,bC21,Million euros,162.73788731611484
2011,Czechia,CZ,Value added at factor cost,V12150,Bio-based textile,bC13,Million euros,198.29474009745525
2011,Czechia,CZ,Value added at factor cost,V12150,Bio-based textiles,bTEXT,Million euros,287.98082377602384
2011,Czechia,CZ,Value added at factor cost,V12150,Bio-based wearing apparel,bC14,Million euros,81.06108367856861
2011,Czechia,CZ,Value added at factor cost,V12150,Bioeconomy,bTOTC,Million euros,8399.63105855151
2011,Czechia,CZ,Value added at factor cost,V12150,Fishing and Aquaculture,A03,Million euros,29.5
2011,Czechia,CZ,Value added at factor cost,V12150,Food,C10,Million euros,2013
2011,Czechia,CZ,Value added at factor cost,V12150,"Food, beverage and tobacco",C10-12,Million euros,2777.5
2011,Czechia,CZ,Value added at factor cost,V12150,Forestry,A02,Million euros,1092.3
2011,Czechia,CZ,Value added at factor cost,V12150,Leather,bC15,Million euros,8.625
2011,Czechia,CZ,Value added at factor cost,V12150,Paper,bC17,Million euros,369.09999999999997
2011,Czechia,CZ,Value added at factor cost,V12150,Rubber and bio-based plastics,bC22,Million euros,235.07854057900946
2011,Czechia,CZ,Value added at factor cost,V12150,Wood products,bC16,Million euros,837.4183361455493
2011,Czechia,CZ,Value added at factor cost,V12150,Wood products and furniture,bC16-bC31,Million euros,1018.4334171392647
2011,Czechia,CZ,Value added at factor cost,V12150,Wooden furniture,bC31,Million euros,181.01508099371546
2011,Denmark,DK,Location Quotient,LQ_EU,Agriculture,A01,Ratio,0.4128205562937882
2011,Denmark,DK,Location Quotient,LQ_EU,Beverage,C11,Ratio,0.8891794391723048
2011,Denmark,DK,Location Quotient,LQ_EU,Bio-based chemicals (excluding biofuels),bchem,Ratio,1.6097139828146263
2011,Denmark,DK,Location Quotient,LQ_EU,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Ratio,2.885368868885664
2011,Denmark,DK,Location Quotient,LQ_EU,Bio-based electricity,bD3511,Ratio,4.448494562090665
2011,Denmark,DK,Location Quotient,LQ_EU,Bio-based pharmaceuticals,bC21,Ratio,3.8436364047427913
2011,Denmark,DK,Location Quotient,LQ_EU,Bio-based textile,bC13,Ratio,0.33775170851842606
2011,Denmark,DK,Location Quotient,LQ_EU,Bio-based textiles,bTEXT,Ratio,0.1404564771704869
2011,Denmark,DK,Location Quotient,LQ_EU,Bio-based wearing apparel,bC14,Ratio,0.08852788963642376
2011,Denmark,DK,Location Quotient,LQ_EU,Biodiesel,Biod,Ratio,0.6132198779893229
2011,Denmark,DK,Location Quotient,LQ_EU,Bioeconomy,bTOTC,Ratio,0.6592764434028576
2011,Denmark,DK,Location Quotient,LQ_EU,Fishing and Aquaculture,A03,Ratio,1.3115996581735228
2011,Denmark,DK,Location Quotient,LQ_EU,Food,C10,Ratio,1.1143706691602102
2011,Denmark,DK,Location Quotient,LQ_EU,"Food, beverage and tobacco",C10-12,Ratio,1.0945403820027086
2011,Denmark,DK,Location Quotient,LQ_EU,Forestry,A02,Ratio,0.8672968249272293
2011,Denmark,DK,Location Quotient,LQ_EU,Leather,bC15,Ratio,0.027888682102546632
2011,Denmark,DK,Location Quotient,LQ_EU,Liquid biofuels,bFUEL,Ratio,0.46569132740024993
2011,Denmark,DK,Location Quotient,LQ_EU,Paper,bC17,Ratio,0.7203287358404045
2011,Denmark,DK,Location Quotient,LQ_EU,Rubber and bio-based plastics,bC22,Ratio,0.18197452378173695
2011,Denmark,DK,Location Quotient,LQ_EU,Tobacco,C12,Ratio,1.2028181304863472
2011,Denmark,DK,Location Quotient,LQ_EU,Wood products,bC16,Ratio,0.7076212807751253
2011,Denmark,DK,Location Quotient,LQ_EU,Wood products and furniture,bC16-bC31,Ratio,0.73263210233526
2011,Denmark,DK,Location Quotient,LQ_EU,Wooden furniture,bC31,Ratio,0.7774687861212484
2011,Denmark,DK,Number of persons employed,V16110,Agriculture,A01,Number of people employed,62000
2011,Denmark,DK,Number of persons employed,V16110,Beverage,C11,Number of people employed,4891
2011,Denmark,DK,Number of persons employed,V16110,Bio-based chemicals (excluding biofuels),bchem,Number of people employed,1663.0519574323157
2011,Denmark,DK,Number of persons employed,V16110,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Number of people employed,14690.487606458513
2011,Denmark,DK,Number of persons employed,V16110,Bio-based electricity,bD3511,Number of people employed,586.2683670255249
2011,Denmark,DK,Number of persons employed,V16110,Bio-based pharmaceuticals,bC21,Number of people employed,12899.666338543298
2011,Denmark,DK,Number of persons employed,V16110,Bio-based textile,bC13,Number of people employed,1018.3531434108523
2011,Denmark,DK,Number of persons employed,V16110,Bio-based textiles,bTEXT,Number of people employed,1601.6627841396335
2011,Denmark,DK,Number of persons employed,V16110,Bio-based wearing apparel,bC14,Number of people employed,510.0559782281935
2011,Denmark,DK,Number of persons employed,V16110,Biodiesel,Biod,Number of people employed,203.51316773260532
2011,Denmark,DK,Number of persons employed,V16110,Bioeconomy,bTOTC,Number of people employed,175679.02887883954
2011,Denmark,DK,Number of persons employed,V16110,Fishing and Aquaculture,A03,Number of people employed,3000
2011,Denmark,DK,Number of persons employed,V16110,Food,C10,Number of people employed,60246
2011,Denmark,DK,Number of persons employed,V16110,"Food, beverage and tobacco",C10-12,Number of people employed,65776
2011,Denmark,DK,Number of persons employed,V16110,Forestry,A02,Number of people employed,6000
2011,Denmark,DK,Number of persons employed,V16110,Leather,bC15,Number of people employed,73.25366250058764
2011,Denmark,DK,Number of persons employed,V16110,Liquid biofuels,bFUEL,Number of people employed,203.51316773260532
2011,Denmark,DK,Number of persons employed,V16110,Paper,bC17,Number of people employed,5929.375
2011,Denmark,DK,Number of persons employed,V16110,Rubber and bio-based plastics,bC22,Number of people employed,127.76931048289876
2011,Denmark,DK,Number of persons employed,V16110,Tobacco,C12,Number of people employed,639
2011,Denmark,DK,Number of persons employed,V16110,Total sectors,TOT_NACER2,Number of people employed,2659500
2011,Denmark,DK,Number of persons employed,V16110,Wood products,bC16,Number of people employed,9853
2011,Denmark,DK,Number of persons employed,V16110,Wood products and furniture,bC16-bC31,Number of people employed,15891.72195348328
2011,Denmark,DK,Number of persons employed,V16110,Wooden furniture,bC31,Number of people employed,6038.72195348328
2011,Denmark,DK,Turnover,V12110,Agriculture,A01,Million euros,9657.2
2011,Denmark,DK,Turnover,V12110,Beverage,C11,Million euros,1416.4
2011,Denmark,DK,Turnover,V12110,Bio-based chemicals (excluding biofuels),bchem,Million euros,483.2431970530052
2011,Denmark,DK,Turnover,V12110,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Million euros,4875.134690863916
2011,Denmark,DK,Turnover,V12110,Bio-based electricity,bD3511,Million euros,446.7859205431971
2011,Denmark,DK,Turnover,V12110,Bio-based pharmaceuticals,bC21,Million euros,4366.904573924263
2011,Denmark,DK,Turnover,V12110,Bio-based textile,bC13,Million euros,178.44640768611924
2011,Denmark,DK,Turnover,V12110,Bio-based textiles,bTEXT,Million euros,322.0044828330867
2011,Denmark,DK,Turnover,V12110,Bio-based wearing apparel,bC14,Million euros,129.02467431352775
2011,Denmark,DK,Turnover,V12110,Biodiesel,Biod,Million euros,61.38372656889256
2011,Denmark,DK,Turnover,V12110,Bioeconomy,bTOTC,Million euros,42975.40377600408
2011,Denmark,DK,Turnover,V12110,Fishing and Aquaculture,A03,Million euros,581
2011,Denmark,DK,Turnover,V12110,Food,C10,Million euros,20859
2011,Denmark,DK,Turnover,V12110,"Food, beverage and tobacco",C10-12,Million euros,22816.5
2011,Denmark,DK,Turnover,V12110,Forestry,A02,Million euros,539.2
2011,Denmark,DK,Turnover,V12110,Leather,bC15,Million euros,14.533400833439668
2011,Denmark,DK,Turnover,V12110,Liquid biofuels,bFUEL,Million euros,61.38372656889256
2011,Denmark,DK,Turnover,V12110,Paper,bC17,Million euros,1216.1749999999997
2011,Denmark,DK,Turnover,V12110,Rubber and bio-based plastics,bC22,Million euros,24.986919886647915
2011,Denmark,DK,Turnover,V12110,Tobacco,C12,Million euros,541.1
2011,Denmark,DK,Turnover,V12110,Wood products,bC16,Million euros,1466.8
2011,Denmark,DK,Turnover,V12110,Wood products and furniture,bC16-bC31,Million euros,2460.0199551949863
2011,Denmark,DK,Turnover,V12110,Wooden furniture,bC31,Million euros,993.2199551949863
2011,Denmark,DK,Value added at factor cost,V12150,Agriculture,A01,Million euros,2756.3
2011,Denmark,DK,Value added at factor cost,V12150,Beverage,C11,Million euros,443.7
2011,Denmark,DK,Value added at factor cost,V12150,Bio-based chemicals (excluding biofuels),bchem,Million euros,157.50182045197133
2011,Denmark,DK,Value added at factor cost,V12150,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Million euros,2089.6290159264495
2011,Denmark,DK,Value added at factor cost,V12150,Bio-based electricity,bD3511,Million euros,118.52034092123722
2011,Denmark,DK,Value added at factor cost,V12150,Bio-based pharmaceuticals,bC21,Million euros,1922.486113633956
2011,Denmark,DK,Value added at factor cost,V12150,Bio-based textile,bC13,Million euros,56.71664867575663
2011,Denmark,DK,Value added at factor cost,V12150,Bio-based textiles,bTEXT,Million euros,93.97200191662427
2011,Denmark,DK,Value added at factor cost,V12150,Bio-based wearing apparel,bC14,Million euros,33.26827407417298
2011,Denmark,DK,Value added at factor cost,V12150,Biodiesel,Biod,Million euros,20.371927788829968
2011,Denmark,DK,Value added at factor cost,V12150,Bioeconomy,bTOTC,Million euros,10960.959254340689
2011,Denmark,DK,Value added at factor cost,V12150,Fishing and Aquaculture,A03,Million euros,257.3
2011,Denmark,DK,Value added at factor cost,V12150,Food,C10,Million euros,3701.9
2011,Denmark,DK,Value added at factor cost,V12150,"Food, beverage and tobacco",C10-12,Million euros,4213.8
2011,Denmark,DK,Value added at factor cost,V12150,Forestry,A02,Million euros,239
2011,Denmark,DK,Value added at factor cost,V12150,Leather,bC15,Million euros,3.9870791666946492
2011,Denmark,DK,Value added at factor cost,V12150,Liquid biofuels,bFUEL,Million euros,20.371927788829968
2011,Denmark,DK,Value added at factor cost,V12150,Paper,bC17,Million euros,375.4749999999999
2011,Denmark,DK,Value added at factor cost,V12150,Rubber and bio-based plastics,bC22,Million euros,9.64108184052208
2011,Denmark,DK,Value added at factor cost,V12150,Tobacco,C12,Million euros,68.2
2011,Denmark,DK,Value added at factor cost,V12150,Wood products,bC16,Million euros,473.0999999999999
2011,Denmark,DK,Value added at factor cost,V12150,Wood products and furniture,bC16-bC31,Million euros,796.5909677875461
2011,Denmark,DK,Value added at factor cost,V12150,Wooden furniture,bC31,Million euros,323.49096778754614
2011,Estonia,EE,Location Quotient,LQ_EU,Agriculture,A01,Ratio,0.5339996668717905
2011,Estonia,EE,Location Quotient,LQ_EU,Beverage,C11,Ratio,1.0748780359719867
2011,Estonia,EE,Location Quotient,LQ_EU,Bio-based chemicals (excluding biofuels),bchem,Ratio,0.47955383322743855
2011,Estonia,EE,Location Quotient,LQ_EU,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Ratio,0.30818523753541605
2011,Estonia,EE,Location Quotient,LQ_EU,Bio-based electricity,bD3511,Ratio,4.571782272836937
2011,Estonia,EE,Location Quotient,LQ_EU,Bio-based pharmaceuticals,bC21,Ratio,0.20442087956860652
2011,Estonia,EE,Location Quotient,LQ_EU,Bio-based textile,bC13,Ratio,1.3373407564680142
2011,Estonia,EE,Location Quotient,LQ_EU,Bio-based textiles,bTEXT,Ratio,1.4203851142669675
2011,Estonia,EE,Location Quotient,LQ_EU,Bio-based wearing apparel,bC14,Ratio,1.6554301606096677
2011,Estonia,EE,Location Quotient,LQ_EU,Biodiesel,Biod,Ratio,0
2011,Estonia,EE,Location Quotient,LQ_EU,Bioeconomy,bTOTC,Ratio,1.0426293800897248
2011,Estonia,EE,Location Quotient,LQ_EU,Bioethanol,Bioeth,Ratio,0.16796557303351875
2011,Estonia,EE,Location Quotient,LQ_EU,Fishing and Aquaculture,A03,Ratio,2.1589208697071074
2011,Estonia,EE,Location Quotient,LQ_EU,Food,C10,Ratio,1.0283837454627949
2011,Estonia,EE,Location Quotient,LQ_EU,"Food, beverage and tobacco",C10-12,Ratio,1.0235482736853414
2011,Estonia,EE,Location Quotient,LQ_EU,Forestry,A02,Ratio,3.645450425981843
2011,Estonia,EE,Location Quotient,LQ_EU,Leather,bC15,Ratio,1.0001409189753412
2011,Estonia,EE,Location Quotient,LQ_EU,Liquid biofuels,bFUEL,Ratio,0.04040918833183935
2011,Estonia,EE,Location Quotient,LQ_EU,Paper,bC17,Ratio,0.47161742687618396
2011,Estonia,EE,Location Quotient,LQ_EU,Rubber and bio-based plastics,bC22,Ratio,0.5520123165686662
2011,Estonia,EE,Location Quotient,LQ_EU,Wood products,bC16,Ratio,4.509662927780941
2011,Estonia,EE,Location Quotient,LQ_EU,Wood products and furniture,bC16-bC31,Ratio,3.8585553167662203
2011,Estonia,EE,Location Quotient,LQ_EU,Wooden furniture,bC31,Ratio,2.6913203262831695
2011,Estonia,EE,Number of persons employed,V16110,Agriculture,A01,Number of people employed,18190
2011,Estonia,EE,Number of persons employed,V16110,Beverage,C11,Number of people employed,1341
2011,Estonia,EE,Number of persons employed,V16110,Bio-based chemicals (excluding biofuels),bchem,Number of people employed,112.37140376245699
2011,Estonia,EE,Number of persons employed,V16110,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Number of people employed,355.8836525338026
2011,Estonia,EE,Number of persons employed,V16110,Bio-based electricity,bD3511,Number of people employed,136.656494272664
2011,Estonia,EE,Number of persons employed,V16110,Bio-based pharmaceuticals,bC21,Number of people employed,155.6047211804769
2011,Estonia,EE,Number of persons employed,V16110,Bio-based textile,bC13,Number of people employed,914.5432994907845
2011,Estonia,EE,Number of persons employed,V16110,Bio-based textiles,bTEXT,Number of people employed,3673.641423028722
2011,Estonia,EE,Number of persons employed,V16110,Bio-based wearing apparel,bC14,Number of people employed,2163.266038964178
2011,Estonia,EE,Number of persons employed,V16110,Biodiesel,Biod,Number of people employed,0
2011,Estonia,EE,Number of persons employed,V16110,Bioeconomy,bTOTC,Number of people employed,63014.95938972138
2011,Estonia,EE,Number of persons employed,V16110,Bioethanol,Bioeth,Number of people employed,4.005307183466875
2011,Estonia,EE,Number of persons employed,V16110,Fishing and Aquaculture,A03,Number of people employed,1120
2011,Estonia,EE,Number of persons employed,V16110,Food,C10,Number of people employed,12610
2011,Estonia,EE,Number of persons employed,V16110,"Food, beverage and tobacco",C10-12,Number of people employed,13951
2011,Estonia,EE,Number of persons employed,V16110,Forestry,A02,Number of people employed,5720
2011,Estonia,EE,Number of persons employed,V16110,Leather,bC15,Number of people employed,595.8320845737594
2011,Estonia,EE,Number of persons employed,V16110,Liquid biofuels,bFUEL,Number of people employed,4.005307183466875
2011,Estonia,EE,Number of persons employed,V16110,Paper,bC17,Number of people employed,880.5
2011,Estonia,EE,Number of persons employed,V16110,Rubber and bio-based plastics,bC22,Number of people employed,87.90752759086871
2011,Estonia,EE,Number of persons employed,V16110,Total sectors,TOT_NACER2,Number of people employed,603200
2011,Estonia,EE,Number of persons employed,V16110,Wood products,bC16,Number of people employed,14242.066777013733
2011,Estonia,EE,Number of persons employed,V16110,Wood products and furniture,bC16-bC31,Number of people employed,18983.272512702722
2011,Estonia,EE,Number of persons employed,V16110,Wooden furniture,bC31,Number of people employed,4741.205735688987
2011,Estonia,EE,Turnover,V12110,Agriculture,A01,Million euros,814.2
2011,Estonia,EE,Turnover,V12110,Beverage,C11,Million euros,225.3
2011,Estonia,EE,Turnover,V12110,Bio-based chemicals (excluding biofuels),bchem,Million euros,12.020006109928449
2011,Estonia,EE,Turnover,V12110,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Million euros,44.16839817944553
2011,Estonia,EE,Turnover,V12110,Bio-based electricity,bD3511,Million euros,53.72369005781281
2011,Estonia,EE,Turnover,V12110,Bio-based pharmaceuticals,bC21,Million euros,25.365032919701562
2011,Estonia,EE,Turnover,V12110,Bio-based textile,bC13,Million euros,59.49385748047358
2011,Estonia,EE,Turnover,V12110,Bio-based textiles,bTEXT,Million euros,128.28426657749995
2011,Estonia,EE,Turnover,V12110,Bio-based wearing apparel,bC14,Million euros,51.487155966134665
2011,Estonia,EE,Turnover,V12110,Biodiesel,Biod,Million euros,0
2011,Estonia,EE,Turnover,V12110,Bioeconomy,bTOTC,Million euros,4903.282177512543
2011,Estonia,EE,Turnover,V12110,Bioethanol,Bioeth,Million euros,1.5462665487193545
2011,Estonia,EE,Turnover,V12110,Fishing and Aquaculture,A03,Million euros,68
2011,Estonia,EE,Turnover,V12110,Food,C10,Million euros,1267.7
2011,Estonia,EE,Turnover,V12110,"Food, beverage and tobacco",C10-12,Million euros,1493
2011,Estonia,EE,Turnover,V12110,Forestry,A02,Million euros,580.1
2011,Estonia,EE,Turnover,V12110,Leather,bC15,Million euros,17.303253130891704
2011,Estonia,EE,Turnover,V12110,Liquid biofuels,bFUEL,Million euros,1.5462665487193545
2011,Estonia,EE,Turnover,V12110,Paper,bC17,Million euros,98.64999999999999
2011,Estonia,EE,Turnover,V12110,Rubber and bio-based plastics,bC22,Million euros,6.783359149815525
2011,Estonia,EE,Turnover,V12110,Wood products,bC16,Million euros,1363.8351545467085
2011,Estonia,EE,Turnover,V12110,Wood products and furniture,bC16-bC31,Million euros,1621.6095561490654
2011,Estonia,EE,Turnover,V12110,Wooden furniture,bC31,Million euros,257.77440160235693
2011,Estonia,EE,Value added at factor cost,V12150,Agriculture,A01,Million euros,310.3
2011,Estonia,EE,Value added at factor cost,V12150,Beverage,C11,Million euros,57.4
2011,Estonia,EE,Value added at factor cost,V12150,Bio-based chemicals (excluding biofuels),bchem,Million euros,2.19090942732627
2011,Estonia,EE,Value added at factor cost,V12150,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",bCHEM,Million euros,8.039835170012521
2011,Estonia,EE,Value added at factor cost,V12150,Bio-based electricity,bD3511,Million euros,12.472328089867695
2011,Estonia,EE,Value added at factor cost,V12150,Bio-based pharmaceuticals,bC21,Million euros,4.097428394721022
2011,Estonia,EE,Value added at factor cost,V12150,Bio-based textile,bC13,Million euros,15.422244452807355
2011,Estonia,EE,Value added at factor cost,V12150,Bio-based textiles,bTEXT,Million euros,43.327527304226095
2011,Estonia,EE,Value added at factor cost,V12150,Bio-based wearing apparel,bC14,Million euros,21.221397245583898
2011,Estonia,EE,Value added at factor cost,V12150,Biodiesel,Biod,Million euros,0
2011,Estonia,EE,Value added at factor cost,V12150,Bioeconomy,bTOTC,Million euros,1368.1763704660698
2011,Estonia,EE,Value added at factor cost,V12150,Bioethanol,Bioeth,Million euros,0.22070059990531757
2011,Estonia,EE,Value added at factor cost,V12150,Fishing and Aquaculture,A03,Million euros,33.6
2011,Estonia,EE,Value added at factor cost,V12150,Food,C10,Million euros,216.7
2011,Estonia,EE,Value added at factor cost,V12150,"Food, beverage and tobacco",C10-12,Million euros,274.09999999999997
2011,Estonia,EE,Value added at factor cost,V12150,Forestry,A02,Million euros,269.8
